,학교,학년,도서명,대출일자
80931,서울선곡초등학교,1,크리스마스 전에 꼭 말해야 해!,2021-12-24
80932,서울선곡초등학교,2,똥떡,2021-12-24
80933,서울선곡초등학교,2,너무 재미있어서 웃음 빵 터지는 저학년 수수께끼,2021-12-24
80934,서울영본초등학교,5,피자 반장,2021-12-24
80935,서울영본초등학교,5,오늘도 개저녀기는 성균관에 간다,2021-12-24
80936,서울영본초등학교,5,흰 돌고래,2021-12-24
80937,서울영본초등학교,5,종이친구,2021-12-24
80938,서울영본초등학교,5,깡딱지,2021-12-24
80939,서울서래초등학교,0,정말 못말리는 웩. 5: 기절초풍 팬티의 모험,2021-12-24
80940,서울신도림초등학교,1,"지구가 보내는 위험한 신호, 아픈 바다 이야기",2021-12-24
80941,서울신도림초등학교,1,첫눈,2021-12-24
80942,서울신도림초등학교,1,우리 가족 캠핑 여행,2021-12-24
80943,서울신도림초등학교,1,(두근두근 1학년)선생님 사로잡기,2021-12-24
80944,서울신도림초등학교,1,심장도둑,2021-12-24
80945,서울신도림초등학교,1,학교에서 똥이 마려우면?,2021-12-24
80946,서울신도림초등학교,1,엄마 도감,2021-12-24
80947,서울신도림초등학교,1,이상한 동물원,2021-12-24
80948,서울신도림초등학교,1,에밀리,2021-12-24
80949,서울신도림초등학교,1,위험한 게임 마니또,2021-12-24
80950,서울신도림초등학교,1,(수메르에서 로마까지)고대 사람들,2021-12-24
80951,서울신도림초등학교,1,(째깍째깍)시간 박물관,2021-12-24
80952,서울신도림초등학교,1,왜 맞춤법에 맞게 써야돼?,2021-12-24
80953,서울신도림초등학교,1,가방 들어 주는 아이,2021-12-24
80954,서울신도림초등학교,1,아르헨티나,2021-12-24
80955,서울신천초등학교,3,(The)39 Clues. 4: Beyond the grave,2021-12-24
80956,서울신암초등학교,0,위대한 깨달음,2021-12-24
80957,서울신암초등학교,0,"일요일, 어느 멋진 날",2021-12-24
80958,서울신북초등학교,5,게이머 걸,2021-12-24
80959,서울강솔초등학교,2학년,삐오삐오 병원 24시,2021-12-24
80960,서울묘곡초등학교,2,퀴즈! 과학상식. 54: 공포 퍼즐 수학,2021-12-24
80961,서울강솔초등학교,3학년,맹탐정 고민 상담소,2021-12-24
80962,서울청량초등학교,4,레츠와 고양이,2021-12-24
80963,서울정목초등학교,3,"네 잘못이 아니야, 나탈리!",2021-12-24
80964,서울조원초등학교,5,너를 초대해,2021-12-24
80965,서울조원초등학교,5,블랙아웃,2021-12-24
80966,서울효제초등학교,0,(봄 여름 가을 겨울)맛있는 그림책,2021-12-24
80967,서울효제초등학교,0,완벽한 로봇 강아지 톨,2021-12-24
80968,서울효제초등학교,0,판다 빵집,2021-12-24
80969,서울효제초등학교,0,마법 식탁,2021-12-24
80970,서울효제초등학교,0,꽁꽁꽁 좀비,2021-12-24
80971,서울효제초등학교,0,먼지깨비,2021-12-24
80972,서울효제초등학교,0,슈퍼거북,2021-12-24
80973,서울효제초등학교,0,궁금한 편의점,2021-12-24
80974,서울가동초등학교,5,"(설민석의)한국사 대모험. 11: 고구려 편 - 부마 온달, 태학에 들어가다!",2021-12-24
80975,서울하늘숲초등학교,3,해리포터. 1,2021-12-24
80976,서울가동초등학교,5,서울의 동쪽,2021-12-24
80977,서울가동초등학교,5,나는 축구가 좋아,2021-12-24
80978,서울영화초등학교,0,쿠키 한 입의 인생 수업,2021-12-24
80979,서울하늘숲초등학교,3,월화수토토토일,2021-12-24
80980,서울하늘숲초등학교,1,할아버지의 위대한 탈출,2021-12-24
80981,서울하늘숲초등학교,2,4대 명절 수수께끼왕,2021-12-24
80982,서울목동초등학교,2,내가 공룡이라고?. 4,2021-12-24
80983,서울목동초등학교,3,나무 위의 아이들,2021-12-24
80984,서울은정초등학교,3,(간니닌니)마법의 도서관. 3: 알라딘과 요술 램프,2021-12-24
80985,서울청량초등학교,6,베니스의 상인,2021-12-24
80986,서울청량초등학교,4,집 바꾸기 게임,2021-12-24
80987,서울청량초등학교,4,(2권장)돼지책,2021-12-24
80988,서울신방학초등학교,0,여덟 단어,2021-12-24
80989,서울잠실초등학교,6,(코믹 메이플스토리)수학도둑. 66,2021-12-24
80990,서울묘곡초등학교,0,말랑말랑 그림책 독서 토론,2021-12-24
80991,한양초등학교,0,스타게이징,2021-12-24
80992,한양초등학교,0,마녀를 잡아라,2021-12-24
80993,서울묘곡초등학교,0,마틸다. 3-34,2021-12-24
80994,서울묘곡초등학교,0,고릴라는 핸드폰을 미워해,2021-12-24
80995,서울묘곡초등학교,0,마당을 나온 암탉,2021-12-24
80996,서울길원초등학교,3,마음의 소리. 3,2021-12-24
80997,서울효제초등학교,0,고양이 해결사 깜냥. 2: 최고의 요리에 도전하라!,2021-12-24
80998,서울효제초등학교,0,봄 숲놀이터,2021-12-24
80999,서울효제초등학교,0,외계인 친구 도감,2021-12-24
81000,서울효제초등학교,0,단어수집가,2021-12-24
81001,서울효제초등학교,0,고릴라,2021-12-24
81002,서울금옥초등학교,0,"(설민석의)한국사 대모험. 14: 명의 허준 편 - 안녕, 로빈!",2021-12-24
81003,서울금옥초등학교,0,검은 바다,2021-12-24
81004,서울금옥초등학교,0,(읽으면서 바로 해 보는)어린이 게임,2021-12-24
81005,서울서래초등학교,0,(설민석의)한국사 대모험. 1: 특명! 온달을 역사 천재로 만들어라!,2021-12-24
81006,서울서래초등학교,0,페인트,2021-12-24
81007,서울신도림초등학교,1,아이스크림 걸음,2021-12-24
81008,서울신도림초등학교,1,가방 들어 주는 아이,2021-12-24
81009,서울신도림초등학교,1,산타 할머니,2021-12-24
81010,서울신도림초등학교,1,우리가 박물관을 바꿨어요!,2021-12-24
81011,서울신도림초등학교,1,응급 처치,2021-12-24
81012,서울신도림초등학교,1,방귀의 1초 인생,2021-12-24
81013,서울신도림초등학교,1,(두근두근 1학년)새 친구 사귀기,2021-12-24
81014,서울신도림초등학교,1,예의 좀 지켜!,2021-12-24
81015,서울신도림초등학교,1,그것만 있을 리가 없잖아,2021-12-24
81016,서울신도림초등학교,1,할아버지의 새 의자를 찾습니다,2021-12-24
81017,서울신도림초등학교,1,보이거나 안 보이거나,2021-12-24
81018,서울잠실초등학교,5,(Who? 세계인물)워렌 버핏,2021-12-24
81019,서울잠실초등학교,4,이상한 과자 가게 전천당. 7,2021-12-24
81020,서울잠실초등학교,2,주근깨 주스,2021-12-24
81021,서울잠실초등학교,2,(손오공의 한자 대탐험)마법천자문. 48: 늘 생각하다! 생각 념(念)!,2021-12-24
81022,서울잠실초등학교,4,"(설민석의)한국사 대모험. 6: 설쌤과 황 대감, 화해 대작전!",2021-12-24
81023,서울잠실초등학교,5,대한민국 헌법사,2021-12-24
81024,서울잠실초등학교,6,"(설민석의)한국사 대모험. 7: 온달, 삼족오의 방울을 울려라!",2021-12-24
81025,서울잠실초등학교,6,(설민석의)한국사 대모험. 15: 신라 편 - 천년의 보물을 지켜라!,2021-12-24
81026,서울잠실초등학교,2,(who? K-pop)BTS,2021-12-24
81027,서울잠실초등학교,2,"슈퍼 걸스!. 8: 너, 그 남자애 좋아하니?",2021-12-24
81028,서울잠실초등학교,6,(코믹 메이플스토리)수학도둑. 31,2021-12-24
81029,서울삼릉초등학교 도서관,1,흔한남매. 6,2021-12-24
81030,서울삼릉초등학교 도서관,1,"마법 상자 속으로, 얍!",2021-12-24
81031,서울하늘숲초등학교,1,아라비안 나이트,2021-12-24
81032,서울하늘숲초등학교,4,할아버지의 위대한 탈출,2021-12-24
81033,서울영문초등학교,0,LP로 듣는 클래식,2021-12-24
81034,서울금옥초등학교,0,식물관찰도감,2021-12-24
81035,서울하늘숲초등학교,1,해저 2만 리,2021-12-24
81036,서울정덕초등학교,4,독고솜에게 반하면,2021-12-24
81037,서울강솔초등학교,4학년,달구지랑 횃불이랑 옛날의 교통 통신,2021-12-24
81038,서울신북초등학교,1,내 멋대로 아빠 뽑기,2021-12-24
81039,서울신북초등학교,1,이상한 과자 가게 전천당. 1,2021-12-24
81040,서울신북초등학교,1,(읽으면서 바로 해 보는)어린이 게임,2021-12-24
81041,서울신북초등학교,1,(읽으면서 바로 써먹는)어린이 영단어,2021-12-24
81042,서울삼릉초등학교 도서관,3,이상한 과자 가게 전천당. 7,2021-12-24
81043,서울서래초등학교,2,쾌걸 조로리. 18: 결혼 소동,2021-12-24
81044,서울삼릉초등학교 도서관,2,(흔한남매의)흔한 호기심. 4,2021-12-24
81045,서울삼릉초등학교 도서관,2,(흔한남매의)흔한 호기심. 2,2021-12-24
81046,서울삼릉초등학교 도서관,2,우정 계약서,2021-12-24
81047,서울선곡초등학교,1,(가을 숲)도토리 소리,2021-12-24
81048,서울청량초등학교,3,개가 말하는 친구 사용법,2021-12-24
81049,서울청량초등학교,3,마녀옷을 입은 우리 엄마,2021-12-24
81050,서울청량초등학교,6,황금 나침반. 3: 호박색 망원경,2021-12-24
81051,서울청량초등학교,6,평행우주,2021-12-24
81052,서울청량초등학교,6,오톨린과 유령 대소동,2021-12-24
81053,서울청량초등학교,2,숨은 별자리 찾기,2021-12-24
81054,서울청량초등학교,1,요괴 표지판,2021-12-24
81055,서울청량초등학교,1,텔레비전의 꾀병,2021-12-24
81056,서울선곡초등학교,1,손을 왜 씻어야 돼요?,2021-12-24
81057,서울선곡초등학교,6,(메이드 인)차이나,2021-12-24
81058,서울선곡초등학교,1,산타할머니,2021-12-24
81059,서울대모초등학교,3,(앤서니 브라운의)행복한 미술관,2021-12-24
81060,서울신북초등학교,1,자꾸자꾸 생각나,2021-12-24
81061,서울신북초등학교,1,(이상한 과자가게) 전천당. 9,2021-12-24
81062,서울강솔초등학교,3학년,누나는 수다쟁이 수학자. 3: 연산과 측정-어림셈으로 파랑 날개 천사를 구하라,2021-12-24
81063,서울강솔초등학교,4학년,폭력이란 무엇일까요?,2021-12-24
81064,서울강솔초등학교,4학년,9만 개의 별,2021-12-24
81065,서울서래초등학교,4,오무라이스 잼잼. 7,2021-12-24
81066,서울서래초등학교,4,해리 포터. 6-3: 혼혈 왕자,2021-12-24
81067,서울강솔초등학교,0,조선왕조실톡. 1: 조선 패밀리의 탄생,2021-12-24
81068,서울강솔초등학교,0,양순이네 떡집,2021-12-24
81069,서울선곡초등학교,2,수집왕,2021-12-24
81070,서울선곡초등학교,2,그 나무가 웃는다,2021-12-24
81071,서울서래초등학교,2,(루루와 라라의)크리스마스,2021-12-24
81072,서울신북초등학교,5,리얼 마래,2021-12-24
81073,서울조원초등학교,1,(읽으면서 바로 써먹는)어린이 수수께끼,2021-12-24
81074,서울조원초등학교,3,(추리천재)엉덩이 탐정.괴도 VS 탐정 대결 사건. 4,2021-12-24
81075,서울조원초등학교,3,(추리 천재)엉덩이 탐정. 6: 수상한 탐정 사무소 사건,2021-12-24
81076,서울조원초등학교,1,널 만나서 정말 다행이야,2021-12-24
81077,서울조원초등학교,1,엄마 아빠를 바꿔주는 가게,2021-12-24
81078,서울조원초등학교,3,짱뚱이의 우리 집은 흥부네 집. 4,2021-12-24
81079,서울가동초등학교,5,세계의 문학. 50,2021-12-24
81080,서울신용산초등학교,3,먹는 과학책,2021-12-24
81081,서울신용산초등학교,3,지구 행성 보고서,2021-12-24
81082,서울신도림초등학교,1,우리 반 코코 샤넬,2021-12-24
81083,서울신도림초등학교,1,코드네임 X. 2,2021-12-24
81084,서울신도림초등학교,1,호라이호라이,2021-12-24
81085,서울신도림초등학교,1,판다 빵집,2021-12-24
81086,서울신도림초등학교,1,파란 아이 이안,2021-12-24
81087,서울신도림초등학교,1,어제저녁,2021-12-24
81088,서울신도림초등학교,1,아빠가 좋아,2021-12-24
81089,서울백석초등학교,0,내일은 실험왕 . 9: 날씨의 대결,2021-12-24
81090,서울백석초등학교,0,내일은 실험왕. 35: 생태계와 환경,2021-12-24
81091,서울온수초등학교,5,수상한 아파트,2021-12-24
81092,서울묵동초등학교,6,모두 웃는 장례식,2021-12-24
81093,서울묵동초등학교,6,수상한 편의점,2021-12-24
81094,서울신방학초등학교,4,도티&잠뜰. 8: 현실세계의 위험,2021-12-24
81095,서울청량초등학교,3,춤추는 책가방,2021-12-24
81096,서울청량초등학교,4,이 책을 절대로 열지 마시오!,2021-12-24
81097,서울청량초등학교,4,괴물들이 사는 나라,2021-12-24
81098,서울성북초등학교,4,뽀짝이의 초등학생 손그림 교실,2021-12-24
81099,서울성북초등학교,6,"(고양이 소녀)키티. 1: 달빛 구조대, 모험을 떠나다",2021-12-24
81100,서울선곡초등학교,2,(1·2학년이 꼭! 읽어야 할 교과서)속담,2021-12-24
81101,서울선곡초등학교,2,뜨고 지고!,2021-12-24
81102,서울구산초등학교,4,(아이의 마음을 여는)하브루타 대화법,2021-12-24
81103,서울구산초등학교,4,"너처럼 예쁜 동시, 나태주 동시 따라쓰기",2021-12-24
81104,서울영문초등학교,0,Bug hunt,2021-12-24
81105,서울영문초등학교,0,King of the castle,2021-12-24
81106,서울영문초등학교,0,Dragons!,2021-12-24
81107,서울영문초등학교,0,Monkeys on the Car,2021-12-24
81108,서울영문초등학교,0,Bull's-eye!,2021-12-24
81109,서울영문초등학교,0,(The)Barbecue,2021-12-24
81110,서울영문초등학교,0,(The)Steel Band,2021-12-24
81111,서울영문초등학교,0,(The)Ice Rink,2021-12-24
81112,서울길원초등학교,1,마법의 정원 이야기. 9: 요정들과 마법의 밤,2021-12-24
81113,서울길원초등학교,2,정재승의 인간 탐구 보고서. 4: 사춘기 땐 우리 모두 외계인,2021-12-24
81114,서울길원초등학교,2,빨강 연필,2021-12-24
81115,서울청량초등학교,4,마티아스와 다람쥐,2021-12-24
81116,서울청량초등학교,4,나의 첫 번째 세계 지도,2021-12-24
81117,서울청량초등학교,4,공룡으로 변한 찰리,2021-12-24
81118,서울묵동초등학교,6,있으려나 서점,2021-12-24
81119,서울묵동초등학교,6,이상한 과자 가게 전천당. 8,2021-12-24
81120,서울묵동초등학교,6,이상한 과자 가게 전천당. 12,2021-12-24
81121,서울청량초등학교,4,아홉 살 느낌 사전,2021-12-24
81122,서울청량초등학교,4,푸른 사자 와니니. 3: 새로운 약속,2021-12-24
81123,서울청량초등학교,5,내 짝꿍으로 말할 것 같으면,2021-12-24
81124,서울청량초등학교,5,나팔귀와 땅콩귀,2021-12-24
81125,서울삼릉초등학교 도서관,0,(과학적이고 감성적인 한 가족의)반려식물 키우기,2021-12-24
81126,서울삼릉초등학교 도서관,0,(과학적이고 감성적인 한 가족의)반려식물 키우기,2021-12-24
81127,서울잠실초등학교,5,멘사 위트 퍼즐,2021-12-24
81128,서울삼릉초등학교 도서관,1,(흔한남매)별난 방탈출. 2,2021-12-24
81129,서울정목초등학교,0,어른이 되면 괜찮을 줄 알았다,2021-12-24
81130,서울정목초등학교,4,별 볼일 없는 4학년,2021-12-24
81131,서울정목초등학교,4,갈매기의 꿈,2021-12-24
81132,서울정목초등학교,6,아테네와 스파르타,2021-12-24
81133,서울잠실초등학교,2,구스범스. 12: 싱크대 밑의 눈,2021-12-24
81134,서울잠실초등학교,5,"(설민석의)한국사 대모험. 2: 설쌤의 라이벌, 황 대감의 등장!",2021-12-24
81135,서울잠실초등학교,2,(Why?)나라의 시작,2021-12-24
81136,서울잠실초등학교,2,(10대를 위한)세계미래보고서 2035-2055. [2]: 기술편,2021-12-24
81137,서울영본초등학교,5,카툰과학. 1: 생물,2021-12-24
